name	alleles
example_data/linnil1.00.example_index_kir_2100_withexon_ab_leftalign_mut01_graph.variant.cnexample_test00_assigned_cn_tsv.pv	KIR2DL1*0030230_KIR2DL1*0040110_KIR2DS1*0020101_KIR2DL2*0010102_KIR2DL2*0010101_KIR2DL4*045_KIR2DL4*0010302_KIR2DL5A*00107_KIR2DL5B*0390102_KIR2DL5A*030_KIR2DP1*0020105_KIR2DS2*0010112_KIR2DS2*00104e_KIR2DS3*009_KIR2DS5*0020105_KIR2DS5*0020107_KIR3DL2*0070102_KIR3DL2*023_KIR3DL3*0020605_KIR3DL3*097_KIR3DP1*026_KIR3DP1*00312_KIR3DS1*0130102_KIR3DS1*0130108
example_data/linnil1.01.example_index_kir_2100_withexon_ab_leftalign_mut01_graph.variant.cn_no_multi_depth_p75_CNgroup_tsv.pv	KIR2DL1*0320102N_KIR2DL1*0370102_KIR2DL2*0010104_KIR2DL3*0010106_KIR2DL4*0080208_KIR2DL4*044_KIR2DL5B*0020107_KIR2DL5A*0010103_KIR2DP1*0020107_KIR2DP1*0010201_KIR2DS1*0020111_KIR2DS2*0010110_KIR2DS3*016_KIR2DS4*0040102_KIR2DS5*0020123_KIR3DL1*0150202_KIR3DL2*0070103_KIR3DL2*0020104_KIR3DL3*0090103_KIR3DL3*103_KIR3DP1*023_KIR3DP1*005_KIR3DS1*0130107
